attr_key,attr_name,machine_attr,attr_code,unit,ct_ref,attr_desc,result_type,test_key
10835,Bilirubin Indirect,Default,ATTRCODE,mg/dL,BSH,Desc,1,10176
10836,Protein Electrophoresis (Urgent 24hrs),Default,ATTRCODE,Null,BSH,Desc,1,10177
10837,Protein Electrophoresis (Urgent 48hrs),Default,ATTRCODE,Null,BSH,Desc,1,10178
10838,Absorbance Ratio,Default,ATTRCODE,Null,BSH,Desc,1,10179
10839,Default,Default,ATTRCODE,Null,BSH,Desc,1,10179
10840,Anti CCP Antibody,901,ATTRCODE,Null,BSH,Desc,1,10179
10841,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10180
10842,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10180
10843,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10844,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10845,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10180
10846,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10847,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10848,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10849,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10180
10850,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10180
10851,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10852,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10853,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10180
10854,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10855,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10180
10856,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10180
10857,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10180
10858,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10180
10859,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10180
10860,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10861,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10180
10862,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10863,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10864,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10180
10865,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10866,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10867,Ampicillin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10868,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10180
10869,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10870,Cephalexin,Default,ATTRCODE,Null,BSH,Desc,1,10180
10871,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10180
10872,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10180
10873,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10180
10874,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10180
10875,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10876,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10877,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10181
10878,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10181
10879,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10880,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10881,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10181
10882,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10181
10883,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10884,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10885,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10181
10886,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10887,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10181
10888,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10889,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10181
10890,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10181
10891,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10181
10892,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10181
10893,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10894,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10181
10895,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10181
10896,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10181
10897,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10181
10898,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10181
10899,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10900,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10181
10901,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10902,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10903,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10181
10904,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10905,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10906,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10181
10907,Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10908,Meropenem,Default,ATTRCODE,Null,BSH,Desc,1,10181
10909,Piperacillin/Tazobactum,Default,ATTRCODE,Null,BSH,Desc,1,10181
10910,Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10181
10911,Teicoplanin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10912,Cefoxitin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10913,Clindamycin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10914,Gentamicin HGM,Default,ATTRCODE,Null,BSH,Desc,1,10181
10915,Tigecycline,Default,ATTRCODE,Null,BSH,Desc,1,10181
10916,*Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10917,*Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10181
10918,*Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10181
10919,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10182
10920,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10921,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10922,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10923,Ampicillin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10924,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10925,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10182
10926,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10182
10927,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10928,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10929,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10182
10930,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10182
10931,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10182
10932,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10182
10933,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10182
10934,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10182
10935,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10182
10936,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10937,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10938,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10939,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10940,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10182
10941,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10182
10942,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10943,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10944,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10182
10945,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10946,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10182
10947,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10182
10948,Cephalexin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10949,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10182
10950,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10182
10951,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10182
10952,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10182
10953,Pus cells,Default,ATTRCODE,Null,BSH,Desc,1,10183
10954,Epithelial cells,Default,ATTRCODE,Null,BSH,Desc,1,10183
10955,Trichomonas vaginalis,Default,ATTRCODE,Null,BSH,Desc,1,10183
10956,Yeast cell,Default,ATTRCODE,Null,BSH,Desc,1,10183
10957,Clue cell,Default,ATTRCODE,Null,BSH,Desc,1,10183
10958,Fungal Hyphae,Default,ATTRCODE,Null,BSH,Desc,1,10183
10959,Hooklets of Hydatid Cyst,Default,ATTRCODE,Null,BSH,Desc,1,10183
10960,Urine Sugar,Default,ATTRCODE,Null,BSH,Desc,1,10184
10961,Wound Swab for C/S  (FAN Mathod),Default,ATTRCODE,Null,BSH,Desc,1,10185
10962,LDH,LDH,ATTRCODE,U/L,BSH,Desc,1,10186
10963,Rt Ear Swab for C/S,Default,ATTRCODE,Null,BSH,Desc,1,10187
10964,HCV RNA,Default,ATTRCODE,Null,BSH,Desc,1,10188
10965,Genome TYPING,Default,ATTRCODE,Null,BSH,Desc,1,10189
10966,LDH,LDH,ATTRCODE,U/L,BSH,Desc,1,10190
10967,Total Cholesterol,CHOL,ATTRCODE,mg/dL,BSH,Desc,1,10191
10968,HDL Cholesterol,dHDL,ATTRCODE,mg/dL,BSH,Desc,1,10191
10969,LDL Cholesterol,NLDL,ATTRCODE,mg/dL,BSH,Desc,1,10191
10970,Triglycerides,TRIG,ATTRCODE,mg/dL,BSH,Desc,1,10191
10971,T-Cholesterol/HDL-Cholesterol Ratio,Default,ATTRCODE,Null,BSH,Desc,1,10191
10972,Non-HDL Cholesterol,Default,ATTRCODE,mg/dl,BSH,Desc,1,10191
10973,CUS 2hrs P.P.,Default,ATTRCODE,Null,BSH,Desc,1,10192
10974,CUS 2.5hrs after 100gms of oral glucose,Default,ATTRCODE,Null,BSH,Desc,1,10193
10975,CUS Before Dinner,Default,ATTRCODE,Null,BSH,Desc,1,10194
10976,CUS Before Lunch,Default,ATTRCODE,Null,BSH,Desc,1,10195
10977,Factor VIII Activity,Default,ATTRCODE,%,BSH,Desc,1,10196
10978,Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10197
10979,Meropenem,Default,ATTRCODE,Null,BSH,Desc,1,10197
10980,Piperacillin/Tazobactum,Default,ATTRCODE,Null,BSH,Desc,1,10197
10981,Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10197
10982,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10197
10983,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10197
10984,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10197
10985,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10197
10986,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10197
10987,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10197
10988,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10197
10989,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10197
10990,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10197
10991,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10197
10992,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10197
10993,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10197
10994,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10197
10995,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10197
10996,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10197
10997,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10197
10998,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10197
10999,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11000,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11001,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11002,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10197
11003,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11004,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10197
11005,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11006,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10197
11007,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10197
11008,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10197
11009,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10197
11010,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10197
11011,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11012,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10197
11013,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11014,Teicoplanin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11015,*Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11016,Cefoxitin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11017,Clindamycin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11018,Gentamicin HGM,Default,ATTRCODE,Null,BSH,Desc,1,10197
11019,Tigecycline,Default,ATTRCODE,Null,BSH,Desc,1,10197
11020,*Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10197
11021,*Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10197
11022,Ascitic Fluid for Genexpert,Default,ATTRCODE,Null,BSH,Desc,1,10198
11023,HBV DNA,Default,ATTRCODE,Null,BSH,Desc,1,10199
11024,Patient's Blood Grouping Report:,Default,ATTRCODE,Null,BSH,Desc,1,10200
11025,Donor Name :,Default,ATTRCODE,Null,BSH,Desc,1,10200
11026,Age :,Default,ATTRCODE,Null,BSH,Desc,1,10200
11027,Gender:,Default,ATTRCODE,Null,BSH,Desc,1,10200
11028,Rh Type :,Default,ATTRCODE,Null,BSH,Desc,1,10200
11029,Syphilis (VDRL),Default,ATTRCODE,Null,BSH,Desc,1,10200
11030,Malarial Parasite (ICT),Default,ATTRCODE,Null,BSH,Desc,1,10200
11031,Blood Group :,Default,ATTRCODE,Null,BSH,Desc,1,10200
11032,Donor  information :,Default,ATTRCODE,Null,BSH,Desc,1,10200
11033,Blood Component :,Default,ATTRCODE,Null,BSH,Desc,1,10200
11034,Cross Match with donor,Default,ATTRCODE,Null,BSH,Desc,1,10200
11035,Screening Test Done :,Default,ATTRCODE,Null,BSH,Desc,1,10200
11036,HBsAg,Default,ATTRCODE,Null,BSH,Desc,1,10200
11037,Anti HCV,Default,ATTRCODE,Null,BSH,Desc,1,10200
11038,HIV I & II,Default,ATTRCODE,Null,BSH,Desc,1,10200
11039,Unit:,Default,ATTRCODE,Null,BSH,Desc,1,10200
11040,Blood Bag No :,Default,ATTRCODE,Null,BSH,Desc,1,10200
11041,Cross Match T-Cell & B-Cell,Default,ATTRCODE,Null,BSH,Desc,1,10201
11042,CUS,Default,ATTRCODE,Null,BSH,Desc,1,10202
11043,CSF for ADA,Default,ATTRCODE,U/L,BSH,Desc,1,10203
11044,Schistosoma,Default,ATTRCODE,Null,BSH,Desc,1,10204
11045,Protein,C-PROM,ATTRCODE,mg/dL,BSH,Desc,1,10205
11046,Calcium,Ca,ATTRCODE,mg/dL,BSH,Desc,1,10206
11047,Creatinine,CREA,ATTRCODE,mg/dl,BSH,Desc,1,10206
11048,Calcium Creatinine Ratio,Default,ATTRCODE,mg/g,BSH,Desc,1,10206
11049,Angiotensin Converting enzyme (ACE),Default,ATTRCODE,U/L,BSH,Desc,1,10207
11050,Default,Default,ATTRCODE,Null,BSH,Desc,1,10208
11051,Anti-Microsomal Ab,Default,ATTRCODE,IU/mL,BSH,Desc,1,10208
11052,Epithelial cell,Default,ATTRCODE,Null,BSH,Desc,1,10209
11053,Gram stain,Default,ATTRCODE,Null,BSH,Desc,1,10209
11054,Default,Default,ATTRCODE,Null,BSH,Desc,1,10209
11055,Pus cell,Default,ATTRCODE,Null,BSH,Desc,1,10209
11056,Physical examination :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11057,Specimen :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11058,Volume :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11059,Colour :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11060,Appearance :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11061,Microscopy :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11062,Clot :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11063,RBC :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11064,Sedimen :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11065,a. Wet film :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11066,Lab No :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11067,WBC :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11068,b. Leishman's stain :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11069,Total count Of WBC :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11070,Differential count :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11071,Lymphocytes :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11072,Polymorphs :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11073,Histiocytes :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11074,Neutrophil :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11075,Eosinophil :,Default,ATTRCODE,Null,BSH,Desc,1,10210
11076,Specific Gravity,Default,ATTRCODE,Null,BSH,Desc,1,10211
11077,Phosphate,PHOS,ATTRCODE,mg/dl,BSH,Desc,1,10212
11078,HPV-DNA,Default,ATTRCODE,Null,BSH,Desc,1,10213
11079,Method: RPHA,Default,ATTRCODE,Null,BSH,Desc,1,10214
11080,TPHA,Default,ATTRCODE,Null,BSH,Desc,1,10214
11081,CUS 1hr after 100gms of oral glucose,Default,ATTRCODE,Null,BSH,Desc,1,10215
11082,CUS 1hr after 50gms of oral glucose,Default,ATTRCODE,Null,BSH,Desc,1,10216
11083,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10217
11084,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11085,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10217
11086,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11087,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11088,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10217
11089,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10217
11090,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10217
11091,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10217
11092,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10217
11093,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11094,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10217
11095,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11096,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11097,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11098,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11099,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10217
11100,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10217
11101,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11102,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11103,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11104,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11105,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10217
11106,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11107,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10217
11108,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10217
11109,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10217
11110,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10217
11111,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10217
11112,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10217
11113,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11114,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10217
11115,Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11116,Meropenem,Default,ATTRCODE,Null,BSH,Desc,1,10217
11117,Piperacillin/Tazobactum,Default,ATTRCODE,Null,BSH,Desc,1,10217
11118,Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10217
11119,Ceftriaxone (30 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11120,Imipenem (10 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11121,Meropenem (10 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11122,Ceftazidime (30 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11123,Pipercillin/Tazobactam (110 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11124,Oxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11125,Rifampicin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11126,Ampicillin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11127,Gentamicin HGM,Default,ATTRCODE,Null,BSH,Desc,1,10217
11128,Polymyxin B(300U) PB,Default,ATTRCODE,Null,BSH,Desc,1,10217
11129,Cefixime (5  ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11130,Azithromycin (15 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11131,Levofloxacin (5 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11132,Amikacin (30 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11133,Polymyxin B (300 U),Default,ATTRCODE,Null,BSH,Desc,1,10217
11134,Pipercillin (100 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11135,Nalidixic Acid (30 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11136,Amoxycillin (10 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11137,Amoxycillin/Clavulanic Acid (30 ?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11138,Cefoxitin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11139,Clindamycin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11140,Tigecycline,Default,ATTRCODE,Null,BSH,Desc,1,10217
11141,Teicoplanin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11142,Mupirocin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11143,Cefpodoxime,Default,ATTRCODE,Null,BSH,Desc,1,10217
11144,Trimethoprim/Sulfamethoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10217
11145,Tobramycin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11146,Doripenem,Default,ATTRCODE,Null,BSH,Desc,1,10217
11147,Azithromycin (15?g),Default,ATTRCODE,Null,BSH,Desc,1,10217
11148,Gentamicin High,Default,ATTRCODE,Null,BSH,Desc,1,10217
11149,*Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11150,Daptomycin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11151,Cefoperazone/Sulbactam,Default,ATTRCODE,Null,BSH,Desc,1,10217
11152,Ertapenem,Default,ATTRCODE,Null,BSH,Desc,1,10217
11153,*Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10217
11154,*Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10217
11155,*Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10217
11156,*Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10217
11157,*Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10217
11158,*Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10217
11159,Amoxycillin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11160,Cefepime,Default,ATTRCODE,Null,BSH,Desc,1,10218
11161,Ceftazidime,Default,ATTRCODE,Null,BSH,Desc,1,10218
11162,Ceftriaxone,Default,ATTRCODE,Null,BSH,Desc,1,10218
11163,Cephradine,Default,ATTRCODE,Null,BSH,Desc,1,10218
11164,Ciprofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11165,Co-trimoxazole,Default,ATTRCODE,Null,BSH,Desc,1,10218
11166,Erythromycin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11167,Levofloxacin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11168,Linezolid,Default,ATTRCODE,Null,BSH,Desc,1,10218
11169,Neomycin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11170,Netilmicin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11171,Nitrofurantoin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11172,Penicillin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11173,Amoxyclave,Default,ATTRCODE,Null,BSH,Desc,1,10218
11174,Azithromycin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11175,Aztreonam,Default,ATTRCODE,Null,BSH,Desc,1,10218
11176,Amikacin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11177,Cefotaxime,Default,ATTRCODE,Null,BSH,Desc,1,10218
11178,Chloramphenicol,Default,ATTRCODE,Null,BSH,Desc,1,10218
11179,Doxycycline,Default,ATTRCODE,Null,BSH,Desc,1,10218
11180,Imipenem,Default,ATTRCODE,Null,BSH,Desc,1,10218
11181,Nalidixic Acid,Default,ATTRCODE,Null,BSH,Desc,1,10218
11182,Piperacillin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11183,Tetracycline,Default,ATTRCODE,Null,BSH,Desc,1,10218
11184,Vancomycin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11185,Cefaclor,Default,ATTRCODE,Null,BSH,Desc,1,10218
11186,Cefixime,Default,ATTRCODE,Null,BSH,Desc,1,10218
11187,Cefuroxime,Default,ATTRCODE,Null,BSH,Desc,1,10218
11188,Cloxacillin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11189,Gentamicin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11190,Mecillinam,Default,ATTRCODE,Null,BSH,Desc,1,10218
11191,Polymyxin B,Default,ATTRCODE,Null,BSH,Desc,1,10218
11192,Colistin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11193,Meropenem,Default,ATTRCODE,Null,BSH,Desc,1,10218
11194,Piperacillin/Tazobactum,Default,ATTRCODE,Null,BSH,Desc,1,10218
11195,Teicoplanin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11196,Cefoxitin,Default,ATTRCODE,Null,BSH,Desc,1,10218
11197,Clindamycin,Default,ATTRCODE,Null,BSH,Desc,1,10218
